player_name,normalized_player_name,nationality,season,competition,club_raw,appearances,goals,minutes,age_in_season,position,assists,goals_plus_assists,goals_minus_pk,penalty_goals,penalty_attempts,starts,sub_appearances,nineties_played,player_uid,multi_club_key
George McCartney,george mccartney,nir NIR,2008/09,Premier League,2 Teams,17,0,1375,27,DF,0,0,0,0,0,16,1,15.3,george mccartney|nir nir|1981,george mccartney|2008/09
Paul Stalteri,paul stalteri,ca CAN,2007/08,Premier League,2 Teams,16,0,1368,29,"DF,MF",1,1,0,0,0,16,0,15.2,paul stalteri|ca can|1978,paul stalteri|2007/08
MÃ¡rton FÃ¼lÃ¶p,ma¡rton fa¼la¶p,hu HUN,2009/10,Premier League,2 Teams,16,0,1375,26,GK,0,0,0,0,0,15,1,15.3,ma¡rton fa¼la¶p|hu hun|1983,ma¡rton fa¼la¶p|2009/10
Alan Stubbs,alan stubbs,eng ENG,2007/08,Premier League,2 Teams,16,1,1206,35,DF,0,1,1,0,0,15,1,13.4,alan stubbs|eng eng|1972,alan stubbs|2007/08
Pascal Chimbonda,pascal chimbonda,fr FRA,2008/09,Premier League,2 Teams,16,0,1301,29,DF,1,1,0,0,0,14,2,14.5,pascal chimbonda|fr fra|1979,pascal chimbonda|2008/09
Steven Pienaar,steven pienaar,za RSA,2011/12,Premier League,2 Teams,16,4,1253,29,MF,6,10,4,0,0,14,2,13.9,steven pienaar|za rsa|1982,steven pienaar|2011/12
Kyle Walker,kyle walker,eng ENG,2010/11,Premier League,2 Teams,16,1,1341,20,"DF,MF",3,4,1,0,0,15,1,14.9,kyle walker|eng eng|1990,kyle walker|2010/11
Paul Konchesky,paul konchesky,eng ENG,2010/11,Premier League,2 Teams,16,0,1336,29,"DF,FW",1,1,0,0,0,16,0,14.8,paul konchesky|eng eng|1981,paul konchesky|2010/11
Jermaine Pennant,jermaine pennant,eng ENG,2008/09,Premier League,2 Teams,16,0,920,25,MF,4,4,0,0,0,11,5,10.2,jermaine pennant|eng eng|1983,jermaine pennant|2008/09
Steve Sidwell,steve sidwell,eng ENG,2010/11,Premier League,2 Teams,16,2,1063,27,MF,1,3,2,0,0,11,5,11.8,steve sidwell|eng eng|1983,steve sidwell|2010/11
Robbie Keane,robbie keane,ie IRL,2010/11,Premier League,2 Teams,16,2,712,30,FW,0,2,2,0,0,7,9,7.9,robbie keane|ie irl|1980,robbie keane|2010/11
John Heitinga,john heitinga,nl NED,2013/14,Premier League,2 Teams,15,1,1249,29,"DF,MF",1,2,1,0,0,14,1,13.9,john heitinga|nl ned|1984,john heitinga|2013/14
Calum Davenport,calum davenport,eng ENG,2008/09,Premier League,2 Teams,15,1,1317,25,DF,2,3,1,0,0,14,1,14.6,calum davenport|eng eng|1983,calum davenport|2008/09
Jack Wilshere,jack wilshere,eng ENG,2009/10,Premier League,2 Teams,15,1,1085,17,MF,1,2,1,0,0,13,2,12.1,jack wilshere|eng eng|1992,jack wilshere|2009/10
David Bentley,david bentley,eng ENG,2010/11,Premier League,2 Teams,15,0,924,25,MF,1,1,0,0,0,10,5,10.3,david bentley|eng eng|1985,david bentley|2010/11
Johan Djourou,johan djourou,ch SUI,2007/08,Premier League,2 Teams,15,0,1258,20,DF,0,0,0,0,0,14,1,14,johan djourou|ch sui|1987,johan djourou|2007/08
Seol Ki-hyeon,seol ki-hyeon,kr KOR,2007/08,Premier League,2 Teams,15,0,498,28,"FW,MF",1,1,0,0,0,6,9,5.5,seol ki-hyeon|kr kor|1979,seol ki-hyeon|2007/08
Kieran Richardson,kieran richardson,eng ENG,2012/13,Premier League,2 Teams,15,1,909,27,"DF,MF",0,1,1,0,0,13,2,10.1,kieran richardson|eng eng|1985,kieran richardson|2012/13
SÃ©bastien Bassong,sa©bastien bassong,cm CMR,2011/12,Premier League,2 Teams,14,0,910,25,DF,0,0,0,0,0,10,4,10.1,sa©bastien bassong|cm cmr|1986,sa©bastien bassong|2011/12
Craig Gardner,craig gardner,eng ENG,2009/10,Premier League,2 Teams,14,1,903,22,MF,1,2,1,0,0,10,4,10,craig gardner|eng eng|1987,craig gardner|2009/10
Tal Ben Haim,tal ben haim,il ISR,2008/09,Premier League,2 Teams,14,0,1201,26,DF,0,0,0,0,0,13,1,13.3,tal ben haim|il isr|1982,tal ben haim|2008/09
EiÃ°ur GuÃ°johnsen,eia°ur gua°johnsen,is ISL,2010/11,Premier League,2 Teams,14,0,481,31,"FW,MF",1,1,0,0,0,4,10,5.3,eia°ur gua°johnsen|is isl|1979,eia°ur gua°johnsen|2010/11
Gary Cahill,gary cahill,eng ENG,2007/08,Premier League,2 Teams,14,0,1193,21,DF,0,0,0,0,0,13,1,13.3,gary cahill|eng eng|1986,gary cahill|2007/08
Manucho,manucho,ao ANG,2008/09,Premier League,2 Teams,14,2,674,25,FW,1,3,2,0,0,6,8,7.5,manucho|ao ang|1983,manucho|2008/09
Wilfried Zaha,wilfried zaha,ci CIV,2013/14,Premier League,2 Teams,14,0,616,20,"FW,MF",1,1,0,0,0,5,9,6.8,wilfried zaha|ci civ|1993,wilfried zaha|2013/14
FÃ¡bio,fa¡bio,br BRA,2013/14,Premier League,2 Teams,14,0,1083,23,DF,0,0,0,0,0,14,0,12,fa¡bio|br bra|1990,fa¡bio|2013/14
Jermaine Jenas,jermaine jenas,eng ENG,2012/13,Premier League,2 Teams,13,2,828,29,MF,0,2,2,0,0,8,5,9.2,jermaine jenas|eng eng|1983,jermaine jenas|2012/13
Asmir BegoviÄ,asmir begovia,ba BIH,2009/10,Premier League,2 Teams,13,0,1062,22,GK,0,0,0,0,0,11,2,11.8,asmir begovia|ba bih|1987,asmir begovia|2009/10
Scott Sinclair,scott sinclair,eng ENG,2012/13,Premier League,2 Teams,12,1,212,23,"FW,MF",0,1,1,0,0,2,10,2.4,scott sinclair|eng eng|1989,scott sinclair|2012/13
GaÃ«l Kakuta,gaa«l kakuta,cd COD,2010/11,Premier League,2 Teams,12,1,360,19,"FW,MF",0,1,1,0,0,3,9,4,gaa«l kakuta|cd cod|1991,gaa«l kakuta|2010/11
Yossi Benayoun,yossi benayoun,il ISR,2012/13,Premier League,2 Teams,12,0,374,32,MF,1,1,0,0,0,4,8,4.2,yossi benayoun|il isr|1980,yossi benayoun|2012/13
Nicky Shorey,nicky shorey,eng ENG,2009/10,Premier League,2 Teams,12,0,1080,28,"DF,MF",1,1,0,0,0,12,0,12,nicky shorey|eng eng|1981,nicky shorey|2009/10
Stephen Ireland,stephen ireland,ie IRL,2010/11,Premier League,2 Teams,12,0,555,23,MF,0,0,0,0,0,6,6,6.2,stephen ireland|ie irl|1987,stephen ireland|2010/11
Carlos Vela,carlos vela,mx MEX,2010/11,Premier League,2 Teams,12,3,386,21,"FW,MF",1,4,3,0,0,3,9,4.3,carlos vela|mx mex|1989,carlos vela|2010/11
Darron Gibson,darron gibson,ie IRL,2011/12,Premier League,2 Teams,12,1,1015,23,MF,2,3,1,0,0,12,0,11.3,darron gibson|ie irl|1988,darron gibson|2011/12
Emmanuel Frimpong,emmanuel frimpong,gh GHA,2011/12,Premier League,2 Teams,11,0,504,19,MF,1,1,0,0,0,8,3,5.6,emmanuel frimpong|gh gha|1992,emmanuel frimpong|2011/12
Fraizer Campbell,fraizer campbell,eng ENG,2008/09,Premier League,2 Teams,11,1,362,20,FW,0,1,1,0,0,2,9,4,fraizer campbell|eng eng|1988,fraizer campbell|2008/09
Roque Santa Cruz,roque santa cruz,py PAR,2010/11,Premier League,2 Teams,10,0,565,28,FW,0,0,0,0,0,7,3,6.3,roque santa cruz|py par|1982,roque santa cruz|2010/11
Benjani,benjani,zw ZIM,2009/10,Premier League,2 Teams,10,0,252,30,FW,1,1,0,0,0,2,8,2.8,benjani|zw zim|1979,benjani|2009/10
Andy Reid,andy reid,ie IRL,2010/11,Premier League,2 Teams,7,0,204,28,MF,0,0,0,0,0,2,5,2.3,andy reid|ie irl|1982,andy reid|2010/11
Josh McEachran,josh mceachran,eng ENG,2011/12,Premier League,2 Teams,6,0,143,18,MF,0,0,0,0,0,1,5,1.6,josh mceachran|eng eng|1993,josh mceachran|2011/12
Ryan Nelsen,ryan nelsen,nz NZL,2011/12,Premier League,2 Teams,6,0,206,33,DF,0,0,0,0,0,1,5,2.3,ryan nelsen|nz nzl|1978,ryan nelsen|2011/12
JonÃ¡s GutiÃ©rrez,jona¡s gutia©rrez,ar ARG,2013/14,Premier League,2 Teams,6,0,259,30,MF,0,0,0,0,0,3,3,2.9,jona¡s gutia©rrez|ar arg|1983,jona¡s gutia©rrez|2013/14
Carlo Cudicini,carlo cudicini,it ITA,2008/09,Premier League,2 Teams,6,0,540,34,GK,0,0,0,0,0,6,0,6,carlo cudicini|it ita|1974,carlo cudicini|2008/09
Federico Macheda,federico macheda,it ITA,2011/12,Premier League,2 Teams,6,0,84,19,FW,0,0,0,0,0,0,6,0.9,federico macheda|it ita|1992,federico macheda|2011/12
Harry Kane,harry kane,eng ENG,2012/13,Premier League,2 Teams,4,0,141,19,FW,0,0,0,0,0,1,3,1.6,harry kane|eng eng|1993,harry kane|2012/13
Wayne Routledge,wayne routledge,eng ENG,2007/08,Premier League,2 Teams,3,0,99,22,"FW,MF",0,0,0,0,0,1,2,1.1,wayne routledge|eng eng|1985,wayne routledge|2007/08
Emile Heskey,emile heskey,eng ENG,2008/09,Premier League,2 Teams,34,5,2605,30,FW,2,7,5,0,0,31,3,28.9,emile heskey|eng eng|1978,emile heskey|2008/09
Demba Ba,demba ba,sn SEN,2012/13,Premier League,2 Teams,34,15,2532,27,FW,0,15,14,1,1,30,4,28.1,demba ba|sn sen|1985,demba ba|2012/13
Anton Ferdinand,anton ferdinand,eng ENG,2011/12,Premier League,2 Teams,34,0,3019,26,DF,2,2,0,0,0,34,0,33.5,anton ferdinand|eng eng|1985,anton ferdinand|2011/12
Marlon King,marlon king,jm JAM,2008/09,Premier League,2 Teams,33,7,2468,28,FW,2,9,5,2,2,28,5,27.4,marlon king|jm jam|1980,marlon king|2008/09
James Milner,james milner,eng ENG,2010/11,Premier League,2 Teams,33,1,2134,24,"DF,MF",6,7,1,0,0,24,9,23.7,james milner|eng eng|1986,james milner|2010/11
Michael Turner,michael turner,eng ENG,2009/10,Premier League,2 Teams,33,1,2909,25,DF,0,1,1,0,0,33,0,32.3,michael turner|eng eng|1984,michael turner|2009/10
Romelu Lukaku,romelu lukaku,be BEL,2013/14,Premier League,2 Teams,33,15,2598,20,FW,6,21,15,0,0,29,4,28.9,romelu lukaku|be bel|1993,romelu lukaku|2013/14
Peter Crouch,peter crouch,eng ENG,2011/12,Premier League,2 Teams,33,10,2772,30,FW,2,12,10,0,0,32,1,30.8,peter crouch|eng eng|1981,peter crouch|2011/12
Joey Barton,joey barton,eng ENG,2011/12,Premier League,2 Teams,33,3,2852,28,MF,3,6,3,0,0,33,0,31.7,joey barton|eng eng|1983,joey barton|2011/12
Robbie Keane,robbie keane,ie IRL,2008/09,Premier League,2 Teams,33,10,2508,28,FW,7,17,8,2,2,30,3,27.9,robbie keane|ie irl|1980,robbie keane|2008/09
David Nugent,david nugent,eng ENG,2009/10,Premier League,2 Teams,33,6,1906,24,FW,2,8,6,0,0,20,13,21.2,david nugent|eng eng|1985,david nugent|2009/10
Sylvain Distin,sylvain distin,fr FRA,2009/10,Premier League,2 Teams,32,0,2859,31,DF,1,1,0,0,0,32,0,31.8,sylvain distin|fr fra|1978,sylvain distin|2009/10
Wilson Palacios,wilson palacios,hn HON,2008/09,Premier League,2 Teams,32,0,2794,24,MF,0,0,0,0,0,32,0,31,wilson palacios|hn hon|1984,wilson palacios|2008/09
Nicolas Anelka,nicolas anelka,fr FRA,2007/08,Premier League,2 Teams,32,11,2572,28,FW,4,15,,,,28,4,28.6,nicolas anelka|fr fra|1979,nicolas anelka|2007/08
Dimitar Berbatov,dimitar berbatov,bg BUL,2008/09,Premier League,2 Teams,32,9,2564,27,FW,9,18,9,0,0,29,3,28.5,dimitar berbatov|bg bul|1981,dimitar berbatov|2008/09
Mousa DembÃ©lÃ©,mousa demba©la©,be BEL,2012/13,Premier League,2 Teams,32,1,2374,25,MF,3,4,1,0,0,28,4,26.4,mousa demba©la©|be bel|1987,mousa demba©la©|2012/13
Stephen Warnock,stephen warnock,eng ENG,2009/10,Premier League,2 Teams,31,0,2680,27,DF,3,3,0,0,0,31,0,29.8,stephen warnock|eng eng|1982,stephen warnock|2009/10
Samir Nasri,samir nasri,fr FRA,2011/12,Premier League,2 Teams,31,5,2249,24,"FW,MF",9,14,5,0,0,27,4,25,samir nasri|fr fra|1987,samir nasri|2011/12
Kevin Nolan,kevin nolan,eng ENG,2008/09,Premier League,2 Teams,31,0,2561,26,MF,4,4,0,0,1,30,1,28.5,kevin nolan|eng eng|1982,kevin nolan|2008/09
Charles N'Zogbia,charles n'zogbia,fr FRA,2008/09,Premier League,2 Teams,31,2,2402,22,"DF,FW",2,4,2,0,0,27,4,26.7,charles n'zogbia|fr fra|1986,charles n'zogbia|2008/09
Zat Knight,zat knight,eng ENG,2007/08,Premier League,2 Teams,31,1,2516,27,DF,1,2,1,0,0,29,2,28,zat knight|eng eng|1980,zat knight|2007/08
Danny Graham,danny graham,eng ENG,2012/13,Premier League,2 Teams,31,3,1853,26,FW,2,5,3,0,0,21,10,20.6,danny graham|eng eng|1986,danny graham|2012/13
Glen Johnson,glen johnson,eng ENG,2007/08,Premier League,2 Teams,31,1,2715,22,DF,4,5,1,0,0,30,1,30.2,glen johnson|eng eng|1985,glen johnson|2007/08
Yakubu Aiyegbeni,yakubu aiyegbeni,ng NGA,2007/08,Premier League,2 Teams,31,15,2303,24,FW,2,17,14,1,1,28,3,25.6,yakubu aiyegbeni|ng nga|1983,yakubu aiyegbeni|2007/08
Mikel Arteta,mikel arteta,es ESP,2011/12,Premier League,2 Teams,31,7,2597,29,MF,2,9,6,1,1,30,1,28.9,mikel arteta|es esp|1982,mikel arteta|2011/12
Jermain Defoe,jermain defoe,eng ENG,2007/08,Premier League,2 Teams,31,12,1605,24,FW,2,14,10,2,3,15,16,17.8,jermain defoe|eng eng|1983,jermain defoe|2007/08
Shane Long,shane long,ie IRL,2013/14,Premier League,2 Teams,30,7,2238,26,FW,2,9,7,0,0,26,4,24.9,shane long|ie irl|1987,shane long|2013/14
Peter Odemwingie,peter odemwingie,ng NGA,2013/14,Premier League,2 Teams,30,6,2083,32,FW,1,7,6,0,0,26,4,23.1,peter odemwingie|ng nga|1981,peter odemwingie|2013/14
James Collins,james collins,wls WAL,2009/10,Premier League,2 Teams,30,1,2639,25,DF,0,1,1,0,0,29,1,29.3,james collins|wls wal|1984,james collins|2009/10
Raul Meireles,raul meireles,pt POR,2011/12,Premier League,2 Teams,30,2,1964,28,MF,4,6,2,0,0,23,7,21.8,raul meireles|pt por|1983,raul meireles|2011/12
YounÃ¨s Kaboul,youna¨s kaboul,fr FRA,2009/10,Premier League,2 Teams,29,3,2497,23,DF,0,3,3,0,0,27,2,27.7,youna¨s kaboul|fr fra|1986,youna¨s kaboul|2009/10
Matthew Taylor,matthew taylor,eng ENG,2007/08,Premier League,2 Teams,29,4,1827,25,"DF,MF",2,6,3,1,2,19,10,20.3,matthew taylor|eng eng|1982,matthew taylor|2007/08
Cameron Jerome,cameron jerome,eng ENG,2013/14,Premier League,2 Teams,29,2,1754,26,FW,1,3,2,0,0,20,9,19.5,cameron jerome|eng eng|1987,cameron jerome|2013/14
Danny Higginbotham,danny higginbotham,gi GIB,2008/09,Premier League,2 Teams,29,1,2553,29,DF,3,4,0,1,1,29,0,28.4,danny higginbotham|gi gib|1979,danny higginbotham|2008/09
Gary Cahill,gary cahill,eng ENG,2011/12,Premier League,2 Teams,29,3,2494,25,DF,0,3,3,0,0,28,1,27.7,gary cahill|eng eng|1986,gary cahill|2011/12
Bobby Zamora,bobby zamora,eng ENG,2011/12,Premier League,2 Teams,29,7,2363,30,FW,5,12,6,1,1,28,1,26.3,bobby zamora|eng eng|1981,bobby zamora|2011/12
Nicklas Bendtner,nicklas bendtner,dk DEN,2011/12,Premier League,2 Teams,29,8,2236,23,FW,5,13,7,1,1,25,4,24.8,nicklas bendtner|dk den|1988,nicklas bendtner|2011/12
El Hadji Diouf,el hadji diouf,sn SEN,2008/09,Premier League,2 Teams,28,1,2155,27,"FW,MF",0,1,1,0,1,24,4,23.9,el hadji diouf|sn sen|1981,el hadji diouf|2008/09
Ki Sung-yueng,ki sung-yueng,kr KOR,2013/14,Premier League,2 Teams,28,3,2196,24,MF,1,4,2,1,1,25,3,24.4,ki sung-yueng|kr kor|1989,ki sung-yueng|2013/14
Juan Mata,juan mata,es ESP,2013/14,Premier League,2 Teams,28,6,2051,25,"FW,MF",6,12,6,0,0,25,3,22.8,juan mata|es esp|1988,juan mata|2013/14
StÃ©phane SessÃ¨gnon,sta©phane sessa¨gnon,bj BEN,2013/14,Premier League,2 Teams,28,5,2068,29,"FW,MF",1,6,5,0,0,25,3,23,sta©phane sessa¨gnon|bj ben|1984,sta©phane sessa¨gnon|2013/14
Niko KranjÄar,niko kranjaar,hr CRO,2009/10,Premier League,2 Teams,28,6,2012,24,MF,6,12,6,0,0,23,5,22.4,niko kranjaar|hr cro|1985,niko kranjaar|2009/10
Louis Saha,louis saha,fr FRA,2011/12,Premier League,2 Teams,28,4,1678,32,FW,1,5,4,0,0,20,8,18.6,louis saha|fr fra|1979,louis saha|2011/12
Gary O'Neil,gary o'neil,eng ENG,2007/08,Premier League,2 Teams,28,0,2330,24,MF,3,3,0,0,0,27,1,25.9,gary o'neil|eng eng|1983,gary o'neil|2007/08
Jamie O'Hara,jamie o'hara,eng ENG,2009/10,Premier League,2 Teams,28,2,2264,22,MF,4,6,2,0,1,25,3,25.2,jamie o'hara|eng eng|1987,jamie o'hara|2009/10
Jonathan Woodgate,jonathan woodgate,eng ENG,2007/08,Premier League,2 Teams,28,1,2438,27,DF,0,1,1,0,0,28,0,27.1,jonathan woodgate|eng eng|1980,jonathan woodgate|2007/08
Danny Collins,danny collins,wls WAL,2009/10,Premier League,2 Teams,28,0,2351,28,DF,1,1,0,0,0,25,3,26.1,danny collins|wls wal|1981,danny collins|2009/10
Shaun Wright-Phillips,shaun wright-phillips,eng ENG,2008/09,Premier League,2 Teams,28,5,2436,26,"FW,MF",4,9,5,0,0,27,1,27.1,shaun wright-phillips|eng eng|1982,shaun wright-phillips|2008/09
Robbie Savage,robbie savage,wls WAL,2007/08,Premier League,2 Teams,28,0,2157,32,MF,0,0,0,0,0,26,2,24,robbie savage|wls wal|1975,robbie savage|2007/08
Papa Bouba Diop,papa bouba diop,sn SEN,2007/08,Premier League,2 Teams,27,0,2173,29,"DF,MF",3,3,0,0,0,25,2,24.1,papa bouba diop|sn sen|1978,papa bouba diop|2007/08
Matthew Etherington,matthew etherington,eng ENG,2008/09,Premier League,2 Teams,27,2,1787,26,MF,3,5,2,0,0,20,7,19.9,matthew etherington|eng eng|1982,matthew etherington|2008/09
Jermain Defoe,jermain defoe,eng ENG,2008/09,Premier League,2 Teams,27,11,2055,25,FW,4,15,9,2,3,23,4,22.8,jermain defoe|eng eng|1983,jermain defoe|2008/09
Lewis Holtby,lewis holtby,de GER,2013/14,Premier League,2 Teams,26,2,1490,22,MF,3,5,2,0,0,17,9,16.6,lewis holtby|de ger|1991,lewis holtby|2013/14
Kevin Kilbane,kevin kilbane,ie IRL,2008/09,Premier League,2 Teams,26,0,1583,31,"DF,MF",0,0,0,0,0,18,8,17.6,kevin kilbane|ie irl|1977,kevin kilbane|2008/09
Steven Pienaar,steven pienaar,za RSA,2010/11,Premier League,2 Teams,26,1,2060,28,MF,1,2,1,0,0,23,3,22.9,steven pienaar|za rsa|1982,steven pienaar|2010/11
Michael Brown,michael brown,eng ENG,2009/10,Premier League,2 Teams,26,2,2076,32,MF,4,6,2,0,0,24,2,23.1,michael brown|eng eng|1977,michael brown|2009/10
Andy Carroll,andy carroll,eng ENG,2010/11,Premier League,2 Teams,26,13,2070,21,FW,3,16,13,0,0,23,3,23,andy carroll|eng eng|1989,andy carroll|2010/11
Andy Carroll,andy carroll,eng ENG,2012/13,Premier League,2 Teams,26,7,1953,23,FW,4,11,6,1,1,22,4,21.7,andy carroll|eng eng|1989,andy carroll|2012/13
Nikica JelaviÄ,nikica jelavia,hr CRO,2013/14,Premier League,2 Teams,25,5,1687,27,FW,1,6,5,0,1,21,4,18.7,nikica jelavia|hr cro|1986,nikica jelavia|2013/14
Daniel Sturridge,daniel sturridge,eng ENG,2010/11,Premier League,2 Teams,25,8,1132,20,"FW,MF",0,8,8,0,0,11,14,12.6,daniel sturridge|eng eng|1990,daniel sturridge|2010/11
Luke Young,luke young,eng ENG,2011/12,Premier League,2 Teams,25,2,2175,32,DF,1,3,2,0,0,25,0,24.2,luke young|eng eng|1979,luke young|2011/12
Victor Anichebe,victor anichebe,ng NGA,2013/14,Premier League,2 Teams,25,3,1221,25,FW,3,6,3,0,0,11,14,13.6,victor anichebe|ng nga|1988,victor anichebe|2013/14
Mido,mido,eg EGY,2008/09,Premier League,2 Teams,25,6,1378,25,FW,0,6,5,1,1,15,10,15.3,mido|eg egy|1983,mido|2008/09
Armand TraorÃ©,armand traora©,sn SEN,2011/12,Premier League,2 Teams,24,0,1703,21,"DF,MF",3,3,0,0,0,19,5,18.9,armand traora©|sn sen|1990,armand traora©|2011/12
James McFadden,james mcfadden,sct SCO,2007/08,Premier League,2 Teams,24,6,1396,24,"FW,MF",4,10,4,2,2,15,9,15.5,james mcfadden|sct sco|1983,james mcfadden|2007/08
Nolberto Solano,nolberto solano,pe PER,2007/08,Premier League,2 Teams,24,4,1282,32,MF,1,5,4,0,0,14,10,14.2,nolberto solano|pe per|1975,nolberto solano|2007/08
Craig Bellamy,craig bellamy,wls WAL,2008/09,Premier League,2 Teams,24,8,1862,29,FW,0,8,8,0,0,20,4,20.7,craig bellamy|wls wal|1979,craig bellamy|2008/09
Victor Moses,victor moses,ng NGA,2012/13,Premier League,2 Teams,24,1,1215,21,"FW,MF",1,2,1,0,0,13,11,13.5,victor moses|ng nga|1991,victor moses|2012/13
Wilson Palacios,wilson palacios,hn HON,2007/08,Premier League,2 Teams,23,0,1728,23,MF,1,1,0,0,0,20,3,19.2,wilson palacios|hn hon|1984,wilson palacios|2007/08
Abdoulaye Faye,abdoulaye faye,sn SEN,2007/08,Premier League,2 Teams,23,1,1741,29,"DF,MF",0,1,1,0,0,21,2,19.3,abdoulaye faye|sn sen|1978,abdoulaye faye|2007/08
Ryan Taylor,ryan taylor,eng ENG,2008/09,Premier League,2 Teams,22,2,1641,23,"DF,MF",2,4,2,0,0,19,3,18.2,ryan taylor|eng eng|1985,ryan taylor|2008/09
Wayne Bridge,wayne bridge,eng ENG,2008/09,Premier League,2 Teams,22,0,1670,27,DF,0,0,0,0,0,19,3,18.6,wayne bridge|eng eng|1981,wayne bridge|2008/09
Daniel Sturridge,daniel sturridge,eng ENG,2012/13,Premier League,2 Teams,21,11,1253,22,"FW,MF",3,14,10,1,1,12,9,13.9,daniel sturridge|eng eng|1990,daniel sturridge|2012/13
Henri Camara,henri camara,sn SEN,2008/09,Premier League,2 Teams,21,2,569,31,FW,0,2,2,0,0,3,18,6.3,henri camara|sn sen|1977,henri camara|2008/09
JÃ´,ja´,br BRA,2008/09,Premier League,2 Teams,21,6,1508,21,FW,3,9,5,1,1,17,4,16.8,ja´|br bra|1987,ja´|2008/09
Paul McShane,paul mcshane,ie IRL,2008/09,Premier League,2 Teams,20,1,1522,22,DF,0,1,1,0,0,17,3,16.9,paul mcshane|ie irl|1986,paul mcshane|2008/09
Yossi Benayoun,yossi benayoun,il ISR,2011/12,Premier League,2 Teams,20,4,906,31,MF,1,5,4,0,0,10,10,10.1,yossi benayoun|il isr|1980,yossi benayoun|2011/12
John Carew,john carew,no NOR,2010/11,Premier League,2 Teams,20,1,1153,30,FW,1,2,1,0,1,13,7,12.8,john carew|no nor|1980,john carew|2010/11
Joleon Lescott,joleon lescott,eng ENG,2009/10,Premier League,2 Teams,19,1,1656,26,DF,1,2,1,0,0,18,1,18.4,joleon lescott|eng eng|1983,joleon lescott|2009/10
Alan Hutton,alan hutton,sct SCO,2009/10,Premier League,2 Teams,19,0,1182,24,DF,1,1,0,0,0,12,7,13.1,alan hutton|sct sco|1985,alan hutton|2009/10
Lassana Diarra,lassana diarra,fr FRA,2007/08,Premier League,2 Teams,19,1,1370,22,MF,0,1,1,0,0,15,4,15.2,lassana diarra|fr fra|1985,lassana diarra|2007/08
Marouane Fellaini,marouane fellaini,be BEL,2013/14,Premier League,2 Teams,19,0,1374,25,MF,1,1,0,0,0,15,4,15.3,marouane fellaini|be bel|1988,marouane fellaini|2013/14
Benni McCarthy,benni mccarthy,za RSA,2009/10,Premier League,2 Teams,19,1,870,31,FW,3,4,1,0,0,9,10,9.7,benni mccarthy|za rsa|1978,benni mccarthy|2009/10
Jimmy Bullard,jimmy bullard,eng ENG,2008/09,Premier League,2 Teams,19,2,1585,29,MF,3,5,2,0,0,18,1,17.6,jimmy bullard|eng eng|1979,jimmy bullard|2008/09
James Milner,james milner,eng ENG,2008/09,Premier League,2 Teams,38,3,3061,22,"DF,MF",8,11,3,0,0,33,5,34,james milner|eng eng|1986,james milner|2008/09
Shay Given,shay given,ie IRL,2008/09,Premier League,2 Teams,37,0,3330,32,GK,0,0,0,0,0,37,0,37,shay given|ie irl|1976,shay given|2008/09
Richard Dunne,richard dunne,ie IRL,2009/10,Premier League,2 Teams,37,3,3311,29,DF,0,3,3,0,0,37,0,36.8,richard dunne|ie irl|1980,richard dunne|2009/10
Vedran Äorluka,vedran aorluka,hr CRO,2008/09,Premier League,2 Teams,37,1,3233,22,DF,3,4,1,0,0,36,1,35.9,vedran aorluka|hr cro|1986,vedran aorluka|2008/09
Fernando Torres,fernando torres,es ESP,2010/11,Premier League,2 Teams,37,10,2656,26,FW,4,14,10,0,0,30,7,29.5,fernando torres|es esp|1984,fernando torres|2010/11